Link_Image,Cand_Name,Cand_Id,Cand_Office,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Coverage_End_Date,Cand_Street_1,Cand_Street_2,Cand_City,Cand_State,Cand_Zip,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN04249&tabIndex=1","ELLIS, ROLAND","H8IN04249","H","IN","04","DEM","OPEN","0","0","0","0","","513 SOUTH LEA","","KOKOMO ","IN","46902","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN04256&tabIndex=1","ZIOL, VERONIKKA M.","H8IN04256","H","IN","04","DEM","OPEN","0","0","0","0","","10628 NORTH MAKEEVER DRIVE WEST ","","DEMOTTE","IN","46130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN04264&tabIndex=1","NEASE, JAMES","H8IN04264","H","IN","04","REP","OPEN","0","0","0","0","","1303 EAST OHIO STREET","","FRANKFORT ","IN","46041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8GA14025&tabIndex=1","FOSTER, STEVEN","H8GA14025","H","GA","14","DEM","CHALLENGER","12736","8086","4650","","12/31/2018","2709 AIRPORT ROAD #101","","DALTON","GA","30721","1684","3109","4072","587","560","0","11769.76","0","6854","0","914","0","0","0","0","8076","0","0","0","0","0","0","0","0","0","0","0","11661","1597","0","","01/01/2018"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8TX00426&tabIndex=1","GANJOO, SHALESH","S8TX00426","S","TX","00","LIB","CHALLENGER","0","0","0","0","","5608 AVENUE F","","AUSTIN","TX","78751","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8TX00434&tabIndex=1","GRAY, PHIL","S8TX00434","S","TX","00","LIB","CHALLENGER","0","0","0","0","","110 MOCKINGBIRD ","","TYLER ","TX","75701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX33040&tabIndex=1","WILLIAMS, ROGER","H2TX33040","H","TX","25","REP","INCUMBENT","1651609.99","1647321.88","923687.71","0","12/31/2018","P.O. BOX 91061","","AUSTIN","TX","787091061","306895","7869.05","314764.05","548207.41","0","0","862971.46","777970","0","0","0","0","0","0","10668.53","1617121.88","0","0","2800","0","0","0","9300","0","3750","13050","14350","849921.46","1617121.88","919399.6","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8AZ00205&tabIndex=1","FOWLER, CHERYL 'CHE' R","S8AZ00205","S","AZ","00","DEM","OPEN","0","0","0","0","","45 ELBERTA DRIVE","","SEDONA","AZ","86336","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX33073&tabIndex=1","VEASEY, MARC ALLISON MR.","H2TX33073","H","TX","33","DEM","INCUMBENT","1500002.86","1409498.33","459860.48","0","12/31/2018","PO BOX 50084","","FORT WORTH","TX","76105","598783","20250.68","619033.68","876751.19","4059.59","0","1499844.46","0","0","0","0","158.4","0","0","0","1306198.33","0","0","0","0","0","0","4300","0","0","4300","99000","1495544.46","1306039.93","369355.95","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8AZ01237&tabIndex=1","SHEDD, TIFFANY","H8AZ01237","H","AZ","01","REP","CHALLENGER","598230.31","594796.85","3433.46","294340.37","12/31/2018","PO BOX 92","","ELOY","AZ","85131","267121.16","21290.53","288411.69","59752.63","0","20442.62","368606.94","0","229000","0","229000","622.9","0","0",".47","557993.19","0","0","0","0","0","0","31800","0","5000","36800","3.66","331806.94","557370.29","0","0","06/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX21228&tabIndex=1","WAKELY, THOMAS MR.","H6TX21228","H","TX","21","DEM","OPEN","7572.37","7572.37","0","15226.27","06/30/2017","P.O.BOX 701663","","SAN ANTONIO","TX","782701663","1250","4322.37","5572.37","0","0","0","5572.37","0","2000","0","2000","0","0","0","0","7107.39","0","0","0","464.98","0","464.98","0","0","0","0","0","5572.37","7107.39","0","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00873&tabIndex=1","STOKES, STEVE","S6CA00873","S","CA","00","DEM","CHALLENGER","135","918","135","0","03/31/2018","PO BOX 26931","","LOS ANGELES","CA","90026","0","104","104","0","0","0","104","0","30","0","30","0","0","0","0","870","0","0","0","32","0","32","14","0","0","14","0","89","870","916","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8TX00400&tabIndex=1","MORRIS, RICKY DEAN JR.","S8TX00400","S","TX","00","LIB","CHALLENGER","0","0","0","0","","5913 FRONTIER BOULEVARD #261","","MESQUITE","TX","75150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8HI01192&tabIndex=1","ING, MARK KANIELA","H8HI01192","H","HI","01","DEM","OPEN","410418.88","402343.32","8075.56","0","12/31/2018","PO BOX 3468","","HONOLULU","HI","96813","196025.2","208160.46","404185.66","6233.22","0","0","410418.88","0","0","0","0","0","0","0","0","395773.82","0","0","0","0","0","0","6265.5","0","0","6265.5","304","404153.38","395773.82","0","0","10/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8AZ02136&tabIndex=1","HEINZ, MATTHEW GERALD","H8AZ02136","H","AZ","02","DEM","OPEN","1013517.34","1013017.34","500","311547.56","12/31/2018","840 S. MEYER AVE","","TUCSON","AZ","85701","434593","90923.19","525516.19","48000","0","86152.56","659668.75","0","353848.59","0","353848.59","0","0","0","0","968481.31","0","0","0","42301.03","0","42301.03","1235","0","0","1235","1000","658433.75","968481.31","0","0","04/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8GA09058&tabIndex=1","MCCALL, JOSHUA BRAXTON","H8GA09058","H","GA","09","DEM","CHALLENGER","101015.51","94468.6","5505.69","0","12/31/2018","3140 ARROWHEAD DRIVE","","GAINESVILLE","GA","30506","46150.31","50033.2","96183.51","0","4700","132","101015.51","0","0","0","0","0","0","0","0","88318.6","0","0","0","0","0","0","400","0","0","400","5750","100615.51","88318.6","0","0","04/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8GA10148&tabIndex=1","MONTGOMERY, CHALIS POMEROY","H8GA10148","H","GA","10","DEM","CHALLENGER","99811.3","98757.45","-1652.61","2837.36","12/31/2018","PO BOX 412","","BETHLEHEM","GA","30620","45231.72","53933.94","99165.66","500","0","140.34","99806","0","0","0","0","5.3","0","0","0","98732.45","0","0","0","0","0","0","25","0","0","25","0","99781","98727.15","0","0","07/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NM01372&tabIndex=1","ARNOLD-JONES, JANICE E","H8NM01372","H","NM","01","REP","OPEN","319022.65","319022.65","0","0","12/04/2018","7713 SIERRA AZUL AVE NE","","ALBUQUERQUE","NM","87110","226674.07","68055.36","294729.43","20000","50","3596.6","318376.03","0","510","0","510","136.62","0","0","0","316183.37","0","0","0","0","0","0","0","0","1500","1500","1339.28","316876.03","316046.75","0","0","05/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8HI01200&tabIndex=1","CHIN, DOUG","H8HI01200","H","HI","01","DEM","OPEN","604230.6","597273.06","6957.54","7322.23","12/31/2018","PO BOX 2018","","HONOLULU","HI","96805","520995.78","49029.92","570025.7","33750","0","354.9","604130.6","0","0","0","0","100","0","0","0","568249.72","0","0","0","0","0","0","22023.34","0","7000","29023.34","0","575107.26","568149.72","0","0","10/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8GA12078&tabIndex=1","JOHNSON, FRANCYS","H8GA12078","H","GA","12","DEM","CHALLENGER","282355.12","282355.12","0","0","12/31/2018","314 DOGWOOD TRAIL","","STATESBORO","GA","30461","162675.54","68926.69","231602.23","22559.91","5923.15","20379.69","280464.98","0","0","0","0","1890.14","0","0","0","275242.36","0","0","0","0","0","0","4235","0","0","4235","2877.76","276229.98","273352.22","0","0","01/01/2018"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX29052&tabIndex=1","GARCIA, SYLVIA R","H8TX29052","H","TX","29","DEM","OPEN","1249436.99","1062440.62","186996.37","35000","12/31/2018","710 FAIRBANKS","","HOUSTON","TX","77009","527063.07","60829.82","587892.89","553422.2","4000","3130","1148445.09","0","0","100000","100000","733.37","0","0","258.53","989165.62","0","0","0","0","65000","65000","2275","0","6000","8275","0","1140170.09","988432.25","0","0","10/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8TN00378&tabIndex=1","WILLIAMS, LYNNETTE DR","S8TN00378","S","TN","00","DEM","OPEN","0","0","0","0","","5175 HORN LAKE RD","","MEMPHIS","TN","381098930","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH01118&tabIndex=1","PUREVAL, AFTAB","H8OH01118","H","OH","01","DEM","CHALLENGER","4144106.29","4140079.89","4026.4","2496","12/31/2018","PO BOX 713","","CINCINNATI","OH","45201","2622134.14","857961.24","3480095.38","411861.56","5000","2700","3899656.94","176797.36","0","0","0","40808.74","0","0","26843.25","3844794.87","0","0","0","0","0","0","33808.57","0","0","33808.57","261476.45","3865848.37","3803986.13","0","0","01/01/2018"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH02124&tabIndex=1","SCHILLER, JILL","H8OH02124","H","OH","02","DEM","CHALLENGER","606159.38","585262.38","20897","25000","12/31/2018","2815 LOWER GRANDIN ROAD","","CINCINNATI","OH","45208","411088","119980.37","531068.37","33700","0","1238.68","566007.05","14067.96","25000","0","25000","84.37","0","0","1000","585135.1","0","0","0","0","0","0","127.28","0","0","127.28","0","565879.77","585050.73","0","0","12/05/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX29086&tabIndex=1","JAVED, MUHAMMAD TAHIR","H8TX29086","H","TX","29","DEM","OPEN","1934178.33","1906960.61","27217.72","250000","12/31/2018","303 MAGNOLIA GROVE LANE","","HOUSTON","TX","77049","488950","7572","496522","0","4000","633416","1133938","0","800000","0","800000","240.33","0","0","0","1794583.31","0","0","0","0","0","0","80000","0","0","80000","32377.3","1053938","1794342.98","0","0","12/06/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8AZ00254&tabIndex=1","REYES-AGUIRRE, EVE","S8AZ00254","S","AZ","00","GRE","OPEN","2368","1750","546","0","03/31/2018","1434 E GARFIELD ST","","PHOENIX","AZ","85006","1183","185","1368","0","1000","0","2368","0","0","0","0","0","0","0","0","1750","0","0","0","0","0","0","0","0","0","0","0","1183","1750","0","0","01/01/2018"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA39273&tabIndex=1","ALEXANDER, SOPHIA JOSEPHINE 8506376927","H8CA39273","H","CA","39","IND","OPEN","0","0","0","0","","1301 CARMELA LANE","","LA HABRA","CA","90631","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NJ02190&tabIndex=1","MCGOVERN, MARK","H8NJ02190","H","NJ","02","REP","OPEN","0","0","0","0","","P.O. BOX 550","","NEW GRETNA","NJ","08224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL04159&tabIndex=1","FLORES, SOL","H8IL04159","H","IL","04","DEM","OPEN","341189.07","328979.64","12209.43","0","12/31/2018","2020 N CALIFORNIA AVE","SUITE 7-182","CHICAGO","IL","60647","259680.49","64258.58","323939.07","17250","0","0","341189.07","0","0","0","0","0","0","0","0","315729.64","0","0","0","0","0","0","13250","0","0","13250","0","327939.07","315729.64","0","0","10/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL03102&tabIndex=1","NEWMAN, MARIE","H8IL03102","H","IL","03","DEM","CHALLENGER","1475693.55","1475623.03","70.52","162468.97","12/31/2018","201 S. STONE","","LA GRANGE","IL","60525","758601.69","462419.24","1221020.93","54934.47","0","22260","1298215.4","0","150900","0","150900","25061.08","0","0","1517.07","1441072.57","0","0","0","0","0","0","33952.15","0","0","33952.15","598.31","1264263.25","1416011.49","0","0","04/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA10183&tabIndex=1","ZWAHLEN, SUE","H8CA10183","H","CA","10","DEM","CHALLENGER","840266.61","480284.77","0","359981.84","09/30/2018","PO BOX 256","","MODESTO","CA","95353","79085.37","33887.33","112972.7","0","0","366402.78","479375.48","0","360450","0","360450","441.13","0","0","0","479213.18","0","0","0","468.16","0","468.16","478.43","0","0","478.43","125","478897.05","478772.05","0","0","07/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL06121&tabIndex=1","MAZESKI, KELLY","H8IL06121","H","IL","06","DEM","CHALLENGER","923500.75","922936.26","564.49","250000","12/31/2018","254 W. COUNTY LINE ROAD","","BARRINGTON","IL","60010","487150.18","96410.39","583560.57","31222.92","0","7987.33","622770.82","0","295000","0","295000","5564.7","0","0","165.23","890595.12","0","0","0","0","0","0","31297.94","0","0","31297.94","1043.2","591472.88","885030.42","0","0","04/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8MA00250&tabIndex=1","WATERS, ALLEN RODNEY","S8MA00250","S","MA","00","IND","CHALLENGER","2395.86","2971","262","0","11/06/2018","PO BOX 2240","","MASHPEE","MA","02649","75","150","225","0","0","2170","2395","0","0","0","0","0","0","0","0","2971","0","0","0","0","0","0","0","0","0","0","0","2395","2576","741","0","04/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL03110&tabIndex=1","TOMKOWIAK, MATEUSZ","H8IL03110","H","IL","03","IND","CHALLENGER","0","0","0","0","12/31/2018","3435 W 105TH PL","","CHICAGO","IL","60655","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","07/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL04134&tabIndex=1","GARCIA, JESUS","H8IL04134","H","IL","04","DEM","OPEN","873126.05","858055.59","15070.46","0","12/31/2018","4226 W 25TH PLACE","","CHICAGO","IL","60623","419242.25","92767.77","512010.02","301115.9","5000","0","818125.92","54761.27","0","0","0","238.86","0","0","0","662256","0","0","0","0","0","0","11389.33","0","360","11749.33","184050.26","806376.59","662017.14","0","0","10/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL06139&tabIndex=1","CASTEN, SEAN","H8IL06139","H","IL","06","DEM","CHALLENGER","6439711.53","6362182.45","77529.08","141756.15","12/31/2018","4915 WOODWARD AVENUE","","DOWNERS GROVE","IL","60515","3998083.6","1187477.19","5185560.79","441793.54","10000","0","5637354.33","97626.67","650000","0","650000","51711.54","0","0","3018.99","6180113.92","0","0","0","128243.85","0","128243.85","53824.68","0","0","53824.68","0","5583529.65","6128402.38","0","0","04/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NJ03073&tabIndex=1","PALLONE, FRANK JR","H8NJ03073","H","NJ","06","DEM","INCUMBENT","2810634.88","1722276.51","2127577.21","45600.12","12/31/2018","PO BOX 3176","","LONG BRANCH","NJ","07740","893771","31027.29","924798.29","1885554.63","26.04","0","2810378.96","0","0","0","0","202.87","0","0","53.05","1239096.51","0","0","0","0","0","0","3100","0","4500","7600","475580","2802778.96","1238893.64","1039220.84","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8FL11122&tabIndex=1","HENRY, JAMES FRANCIS MR.","H8FL11122","H","FL","11","DEM","CHALLENGER","0","0","0","0","","6738 N. BIRCH TERRACE","","HERNANDO","FL","34442","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8AL01082&tabIndex=1","MCCONNELL, LIZZETTA HILL","H8AL01082","H","AL","01","DEM","CHALLENGER","5127","6021","-894","0","06/30/2018","PO BOX 91772","","MOBILE","AL","36691","2735","2392","5127","0","0","0","5127","0","0","0","0","0","0","0","0","6021","0","0","0","0","0","0","0","0","0","0","0","5127","6021","0","0","02/03/2018"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8VA02087&tabIndex=1","HUBBARD, GARRY B MR.","H8VA02087","H","VA","02","DEM","CHALLENGER","0","0","0","0","","3014 DEDI COURT","","VIRGINIA BEACH","VA","23453","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MD06200&tabIndex=1","MOSSBURG, MATT MR.","H8MD06200","H","MD","06","REP","OPEN","11533.95","11399.24","134.71","21242.98","12/31/2017","604 GLEN ECHO ROAD","","FREDERICK","MD","21703","8684.95","627","9311.95","0","0","0","9311.95","0","2030","0","2030","0","0","0","192","11399.24","0","0","0","0","0","0","0","0","0","0","0","9311.95","11399.24","0","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL02208&tabIndex=1","DUNN, NEAL PATRICK MD, FACS","H6FL02208","H","FL","02","REP","INCUMBENT","1371506.87","998275.67","386154.15","296850","12/31/2018","PO BOX 16088","","PANAMA CITY","FL","32406","804769.77","32392.48","837162.25","511384.17","0","0","1348546.42","20423.81","0","0","0","2536.64","0","0","0","845525.67","0","0","50500","12050","0","12050","22600","0","0","22600","67600","1325946.42","842989.03","12922.95","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN04165&tabIndex=1","BRAUN, STEVEN J","H8IN04165","H","IN","04","REP","OPEN","1241320.13","1241320.13","0","0","06/30/2018","8099 HUNT CLUB RD","","ZIOSVILLE","IN","46077","356000","6090","362090","37850","0","9353.39","409293.39","0","830000","0","830000","2026.74","0","0","0","1231820.13","0","0","0","0","0","0","9400","0","0","9400","100","399893.39","1229793.39","0","0","07/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL07140&tabIndex=1","MURPHY, STEPHANIE","H6FL07140","H","FL","07","DEM","INCUMBENT","3229991.57","3156143.66","85873.33","0","12/31/2018","PO BOX 205","","WINTER PARK","FL","32790","1419122.29","261577.73","1680700.02","1498630.01","9131.11","0","3188461.14","39085.33","0","0","0","2445.1","0","0","0","3091974.47","0","0","0","16000","0","16000","12567.38","0","8101.81","20669.19","27500","3167791.95","3089529.37","12025.42","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL08213&tabIndex=1","GRAYSON, ALAN MARK","H6FL08213","H","FL","09","DEM","CHALLENGER","1067361.18","623385.3","926838.78","2555299.96","12/31/2018","9477 WESTOVER CLUB CIRCLE","","WINDERMERE","FL","34786","412928.92","461095.32","874024.24","24778.8","0","0","898803.04","0","92000","54000","146000","0","0","0","22558.14","509278.37","0","0","0","90000","0","90000","20909.18","0","0","20909.18","3197.75","877893.86","509278.37","457798.29","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL09070&tabIndex=1","BILIRAKIS, GUS M","H6FL09070","H","FL","12","REP","INCUMBENT","2026202.94","2097991.8","19606.78","0","12/31/2018","PO BOX 606","","TARPON SPRINGS","FL","346880606","961720.33","93664.14","1055384.47","942167.23","0","0","1997551.7","5989.23","0","0","0","2316.81","0","0","20345.2","2028031.8","0","0","0","0","0","0","1550","0","1000","2550","67410","1995001.7","2025714.99","91395.64","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MT01174&tabIndex=1","MCCARTHY, KELLY","H8MT01174","H","MT","00","DEM","CHALLENGER","10610.08","10430.08","0","0","03/26/2018","PO BOX 21053","","BILLINGS","MT","59104","3720.08","1890","5610.08","5000","0","0","10610.08","0","0","0","0","0","0","0","0","10430.08","0","0","0","0","0","0","0","0","0","0","0","10610.08","10430.08","0","0","01/27/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL09187&tabIndex=1","GRAYSON, DENA MD, PHD","H6FL09187","H","FL","08","DEM","CHALLENGER","25284.62","34060.27","751.85","255499.45","12/31/2018","8815 CONROY-WINDERMERE RD","SUITE 372","ORLANDO","FL","32835","0","69.39","69.39","0","0","0","69.39","5000","10721.58","0","10721.58","9493.65","0","0","0","34060.27","0","0","0","0","0","0","0","0","0","0","0","69.39","24566.62","9527.5","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8SC05091&tabIndex=1","FEW, SHERI LOU MRS.","H8SC05091","H","SC","05","REP","OPEN","76560.27","92635.27","0","0","07/27/2017","998 GUION DRIVE","","LUGOFF","SC","29078","54507.47","10463.97","64971.44","0","0","0","64971.44","0","11588.83","0","11588.83","0","0","0","0","81165.29","0","0","0","669.98","0","669.98","10800","0","0","10800","0","54171.44","81165.29","16075","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL12181&tabIndex=1","TAGER, ROBERT MATTHEW","H6FL12181","H","FL","12","DEM","CHALLENGER","33082","31330.78","4469","48000","09/30/2018","26133 US HIGHWAY 19 N SUITE 202","","CLEARWATER","FL","33763","20911","4171","22293","0","0","0","25082.8","12404","8000","0","8000","1747","0","0","0","31329","0","0","0","0","0","0","0","0","0","0","0","25082","22277","2719","","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX06241&tabIndex=1","DANDRIDGE, JACQUES MR. JR","H8TX06241","H","TX","06","REP","OPEN","5126","4194.71","946.33","5125","12/31/2017","317 E KENNEDALE PKWY","PO BOX 632","KENNEDALE","TX","76060","0","1","1","0","0","0","1","0","5125","0","5125","0","0","0","0","4194.71","0","0","0","0","0","0","0","0","0","0","0","1","4194.71","15.04","0","12/04/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8CA00531&tabIndex=1","MOORE, DAVID","S8CA00531","S","CA","00","NOP","CHALLENGER","12097","12096","0","0","07/09/2018","1515 14TH AVE","","OAKLAND","CA","94606","8100","505","8605","0","0","12","8617","0","3480","0","3480","0","0","0","0","8616","0","0","0","3480","0","3480","0","0","0","0","0","8617","5136","0","0","01/01/2018"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8KS02207&tabIndex=1","BEVENS, MATTHEW RYAN","H8KS02207","H","KS","02","REP","OPEN","16100.82","11163.33","4937.49","10000","04/11/2018","3311 SW FRONT STREET","","TOPEKA","KS","66606","3963.82","2137","6100.82","0","0","0","6100.82","0","10000","0","10000","0","0","0","0","11163.33","0","0","0","0","0","0","0","0","0","0","0","6100.82","11163.33","0","0","10/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8AZ08091&tabIndex=1","SYLVESTER, CHRISTOPHER","H8AZ08091","H","AZ","08","IND","OPEN","8403.13","7917.18","485.95","0","03/31/2018","18207 W SELLS DRIVE","","GOODYEAR","AZ","85395","0","629","629","0","0","7774.13","8403.13","0","0","0","0","0","0","0","0","6409.68","0","0","0","0","0","0","0","0","0","0","1507.5","8403.13","6409.68","0","0","10/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8KS02223&tabIndex=1","STANDLEY, KELLY D 1969","H8KS02223","H","KS","02","LIB","OPEN","0","0","0","0","04/01/2018","325 N. MAIN STREET","PO. BOX 145","SAINT PAUL","KS","66771","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01/01/2018"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY23183&tabIndex=1","MITRANO, TRACY","H8NY23183","H","NY","23","DEM","CHALLENGER","1778086.92","1774644.73","12686.78","0","12/31/2018","2350 LERCH RD","","PENN YAN","NY","14527","1161907.99","559667.89","1721575.88","39769.04","0","0","1761344.92","0","0","12500","12500","1406","0","0","2836","1757399.83","0","0","0","0","12500","12500","4044.9","0","0","4044.9","700","1757300.02","1755993.83","0","0","07/01/2017"
